interaction_id,comment_id,likes_count,timestamp,user_id,post_id,interaction_type,platform,topic,label_source,label
176,UgxHWgqQF1MYrhIwPsF4AaABAg,0,1764288000,yt_user_dileepaparis6938,yt_video_3,comment,youtube,politics,manual,Hate
177,UgyIVeYHLbzXk9osgIZ4AaABAg,0,1764288000,yt_user_dileepaparis6938,yt_video_3,comment,youtube,politics,manual,Hate
178,Ugx68Lm_QiIbutN1o7Z4AaABAg,0,1764288000,yt_user_SiyaLatha-h5e,yt_video_3,comment,youtube,politics,manual,Hate
179,UgxqFFDsRrRQxY4ADYF4AaABAg,0,1764288000,yt_user_IndikaRuwan-k5d4t,yt_video_3,comment,youtube,politics,manual,Normal
180,UgyPJfsXKmoQvkTMLoZ4AaABAg,0,1764288000,yt_user_roshanhewage4352,yt_video_3,comment,youtube,politics,manual,Hate
181,UgyWqnrQQYpLqj4JVqB4AaABAg,0,1764288000,yt_user_SamaraGunawardana-hn9vv,yt_video_3,comment,youtube,politics,manual,Hate
182,UgwYGh_AKwVRDFkI4Kh4AaABAg,0,1764288000,yt_user_ChamindaPerera-v2w7v,yt_video_3,comment,youtube,politics,manual,Hate
183,Ugz1bSbc-SEgOXrKqf54AaABAg,0,1764288000,yt_user_kdentertainments,yt_video_3,comment,youtube,politics,manual,Hate
184,UgzBJMtszr834HHpx014AaABAg,0,1764288000,yt_user_AnandaAnanda-f1f,yt_video_3,comment,youtube,politics,manual,Normal
185,UgxcPYQrekNRdJzrOLR4AaABAg,0,1764288000,yt_user_NadeeshaMediwake,yt_video_3,comment,youtube,politics,manual,Normal
186,UgybEzqDiNE0yhUOqOZ4AaABAg,0,1764288000,yt_user_UdayaKumar-z7s9m,yt_video_3,comment,youtube,politics,manual,Hate
187,Ugz1EeDoKDDCWI0cnQJ4AaABAg,0,1764288000,yt_user_NiroshaHerath-w2o,yt_video_3,comment,youtube,politics,manual,Normal
188,UgyFmTfHGkWudSti8QJ4AaABAg,0,1764288000,yt_user_NiroshaHerath-w2o,yt_video_3,comment,youtube,politics,manual,Normal
189,UgwD7CB5qZ0K2kt1e894AaABAg,0,1764288000,yt_user_SomasaraSomasara,yt_video_3,comment,youtube,politics,manual,Normal
190,UgwFkxTButTXlThr4OJ4AaABAg,1,1764288000,yt_user_BandaraWijesinha-u5u,yt_video_3,comment,youtube,politics,manual,Hate
191,UgxkSOIWqSOuX2kpsv94AaABAg,0,1764288000,yt_user_MohottalaSarath,yt_video_3,comment,youtube,politics,manual,Normal
192,Ugwm2a0HYFvOpcrbPQF4AaABAg,0,1764288000,yt_user_MohottalaSarath,yt_video_3,comment,youtube,politics,manual,Hate
193,UgxWwHA596VbeH8QhQB4AaABAg,0,1763683200,yt_user_LasanthaKulasinghe,yt_video_3,comment,youtube,politics,manual,Normal
194,UgzhrKWb_QAMV5ZfP994AaABAg,0,1763683200,yt_user_PureMindVisuals,yt_video_3,comment,youtube,politics,manual,Hate
195,UgxUJl50YkQkWogF7Id4AaABAg,0,1763683200,yt_user_galwije,yt_video_3,comment,youtube,politics,manual,Hate
196,UgyHheRSlRbXjoeZpsd4AaABAg,0,1763683200,yt_user_galwije,yt_video_3,comment,youtube,politics,manual,Hate
197,Ugx6KHjJqA0ZvMfghjl4AaABAg,0,1763683200,yt_user_Rushmiamaya,yt_video_3,comment,youtube,politics,manual,Normal
198,UgxOZNEfAmYAxfSsWRF4AaABAg,3,1763683200,yt_user_IsuruDileep-f2q,yt_video_3,comment,youtube,politics,manual,Normal
199,UgwEzbPbl8MU1pTSu7N4AaABAg,0,1763683200,yt_user_rashmiprithvi,yt_video_3,comment,youtube,politics,manual,Normal
200,Ugys8UmKkIs4vBcVx1t4AaABAg,0,1763683200,yt_user_srimalrathnasekara4860,yt_video_3,comment,youtube,politics,manual,Normal
201,Ugya4xsSgQvpmlUtG4V4AaABAg,0,1763683200,yt_user_anuruddapeiris9954,yt_video_3,comment,youtube,politics,manual,Hate
202,UgxCPzV0LLNX3tpA6Eh4AaABAg,0,1763683200,yt_user_AmilaJayamanna,yt_video_3,comment,youtube,politics,manual,Normal
203,UgynhxQuylTH2Cphnxp4AaABAg,0,1763683200,yt_user_DilhanMadusanka-q2j,yt_video_3,comment,youtube,politics,manual,Normal
204,UgwVw45WKgkhU2Kbdrh4AaABAg,0,1763683200,yt_user_indikauluwaduge,yt_video_3,comment,youtube,politics,manual,Normal
205,UgwHzDhkPl29zpODE4B4AaABAg,0,1763683200,yt_user_indrasiridewage3122,yt_video_3,comment,youtube,politics,manual,Hate
206,UgyViG-RLYXjh7zJeqV4AaABAg,0,1763683200,yt_user_chandanawee,yt_video_3,comment,youtube,politics,manual,Normal
207,UgytRS_eQXkgSDUS5Ed4AaABAg,0,1763683200,yt_user_darshanaprasanna4729,yt_video_3,comment,youtube,politics,manual,Normal
208,Ugw8aRLyGftwufOyHNN4AaABAg,3,1763683200,yt_user_anurasenarath567,yt_video_3,comment,youtube,politics,manual,Normal
209,Ugy9xMi5ruehVS2_AfB4AaABAg,0,1763683200,yt_user_බාස්-ග1ච,yt_video_3,comment,youtube,politics,manual,Hate
210,UgxsNFnJuJyU7gHm5Kl4AaABAg,0,1763683200,yt_user_NadeekaMunasinghe-b2d,yt_video_3,comment,youtube,politics,manual,Normal
211,UgxsBNiJoC6C4cxeVZl4AaABAg,0,1763683200,yt_user_munarfaanas1890,yt_video_3,comment,youtube,politics,manual,Normal
212,UgyuDfW-9I6noAIhqbR4AaABAg,0,1763683200,yt_user_adventureacademy6592,yt_video_3,comment,youtube,politics,manual,Normal
213,UgwSZtH9zKjwbVmBN3x4AaABAg,0,1763683200,yt_user_nuwanmaduranga5940,yt_video_3,comment,youtube,politics,manual,Normal
214,UgzlY7QKzzkZVcu_Kxh4AaABAg,0,1763683200,yt_user_ShakilaDilshan-v5z,yt_video_3,comment,youtube,politics,manual,Normal
215,UgwMfCE9yd9dB5Dgesl4AaABAg,0,1763683200,yt_user_UpasenaUpasena-v5i,yt_video_3,comment,youtube,politics,manual,Normal
216,Ugxk0Tr2JAYe2lujjtt4AaABAg,2,1763683200,yt_user_susilsenarathna7076,yt_video_3,comment,youtube,politics,manual,Hate
217,UgwIhWjUFiKMbrnMhk94AaABAg,0,1763683200,yt_user_Damindasuranjith,yt_video_3,comment,youtube,politics,manual,Normal
218,UgyQFZRrLvbFLX__fmx4AaABAg,0,1763683200,yt_user_mdshifan7211,yt_video_3,comment,youtube,politics,manual,Normal
219,UgzSq3MveOV9ews7ehp4AaABAg,0,1763683200,yt_user_kasunmalinga3412,yt_video_3,comment,youtube,politics,manual,Normal
220,UgwqUnTbplQ3Cwm7ePF4AaABAg,0,1763683200,yt_user_RuwanChandima-w2h,yt_video_3,comment,youtube,politics,manual,Normal
221,UgzT8VRHYhvXtqaM0Ft4AaABAg,0,1763683200,yt_user_dilshanAajith,yt_video_3,comment,youtube,politics,manual,Normal
222,UgwvQi1DGdf1dRg0zwl4AaABAg,0,1763683200,yt_user_LeelasiriEdirisingha,yt_video_3,comment,youtube,politics,manual,Normal
223,Ugz-kui8Ey2waY3hiL54AaABAg,0,1763683200,yt_user_DimuthuPriyankara-z2p,yt_video_3,comment,youtube,politics,manual,Normal
224,UgzVUR8EVx2oaiIFYq54AaABAg,0,1763683200,yt_user_KanthiKalupahana-l9m,yt_video_3,comment,youtube,politics,manual,Normal
225,UgwiC_KWIoVyUXu6zdh4AaABAg,0,1763683200,yt_user_sathyagaweshaka8430,yt_video_3,comment,youtube,politics,manual,Normal
226,UgxnSkPjlokYbX4nVcN4AaABAg,0,1763683200,yt_user_KumaraVijebandara-r3r,yt_video_3,comment,youtube,politics,manual,Normal
227,UgxgjDzdyyALgMZqGPB4AaABAg,5,1763683200,yt_user_KumaraVijebandara-r3r,yt_video_3,comment,youtube,politics,manual,Normal
228,UgzoT2XENTGwNPKzK3B4AaABAg,1,1763683200,yt_user_ZeylonTradition,yt_video_3,comment,youtube,politics,manual,Normal
229,Ugz5uZll2OEhq2ohsVZ4AaABAg,0,1763683200,yt_user_ZeylonTradition,yt_video_3,comment,youtube,politics,manual,Hate
230,UgwZLRPtN3Zcn-J4zth4AaABAg,0,1763683200,yt_user_Banduladisanayake456,yt_video_3,comment,youtube,politics,manual,Normal
231,Ugzq8eSbG1RyzbnAt8J4AaABAg,0,1763078400,yt_user_slt99gaming6,yt_video_3,comment,youtube,politics,manual,Hate
232,UgzMkTiQH5sV0gvF_JF4AaABAg,3,1763078400,yt_user_SurangaewmSuranga,yt_video_3,comment,youtube,politics,manual,Normal
233,Ugz4rFOI9sSwVDKVMbN4AaABAg,0,1763078400,yt_user_nanimal4200,yt_video_3,comment,youtube,politics,manual,Normal
234,Ugz3DG_AOOCYzTbiaPp4AaABAg,0,1763078400,yt_user_AjithLanerolle,yt_video_3,comment,youtube,politics,manual,Hate
235,Ugyms6mW_1dAO74Wr754AaABAg,0,1763078400,yt_user_kisangasomacyril5724,yt_video_3,comment,youtube,politics,manual,Hate
236,UgzEDtdnYlJODVjTJvt4AaABAg,0,1763078400,yt_user_nishannest2399,yt_video_3,comment,youtube,politics,manual,Normal
237,Ugw8AagVAk1O48xeEHp4AaABAg,0,1763078400,yt_user_Cyberthinu,yt_video_3,comment,youtube,politics,manual,Normal
238,UgwuG31m2hfMq2xwDsB4AaABAg,4,1763078400,yt_user_shiranidominic9138,yt_video_3,comment,youtube,politics,manual,Normal
239,UgzzJmbb2O__Uqgpgs94AaABAg,0,1763078400,yt_user_rohanpranith1221,yt_video_3,comment,youtube,politics,manual,Normal
240,UgzuMghb64DoR_YLSxh4AaABAg,9,1763078400,yt_user_SithumSampath-k2d,yt_video_3,comment,youtube,politics,manual,Disinfo
241,UgyhsJNCGfX_Ywg-a-Z4AaABAg,0,1763078400,yt_user_rajithavroon9938,yt_video_3,comment,youtube,politics,manual,Hate
242,Ugy1GrZklHGnS8MVCgJ4AaABAg,4,1763078400,yt_user_NevilSweshDmal,yt_video_3,comment,youtube,politics,manual,Normal
243,UgwRxKTW-D1sRniK9uh4AaABAg,0,1763078400,yt_user_ErandiKulathunga-z8s,yt_video_3,comment,youtube,politics,manual,Disinfo
244,UgyHHBU8T8lcsR1IIxV4AaABAg,0,1763078400,yt_user_shakirmohammed1068,yt_video_3,comment,youtube,politics,manual,Normal
245,Ugx4pG_t4ArZV2FtVxF4AaABAg,0,1762905600,yt_user_kaliyoung7442,yt_video_3,comment,youtube,politics,manual,Normal
246,UgzfjwfhdoBwjPX2qsJ4AaABAg,0,1762905600,yt_user_kanthikumari4765,yt_video_3,comment,youtube,politics,manual,Normal
247,Ugx7KAN3pX4AQN6wqd54AaABAg,0,1762905600,yt_user_Asanka1989-wl,yt_video_3,comment,youtube,politics,manual,Disinfo
248,UgxCVCrjhDGTyWuZgKF4AaABAg,1,1762905600,yt_user_janakailukkumbure4890,yt_video_3,comment,youtube,politics,manual,Normal
249,UgwJNVy6vmcaNEEddlx4AaABAg,0,1762905600,yt_user_steffananderson7222,yt_video_3,comment,youtube,politics,manual,Hate
250,UgwO2BlDzfaLK49gnxN4AaABAg,0,1762905600,yt_user_jagathnanayakkara4769,yt_video_3,comment,youtube,politics,manual,Hate
251,Ugz7levwSJi8hv_H-W14AaABAg,0,1762905600,yt_user_gaminisusajee8467,yt_video_3,comment,youtube,politics,manual,Hate
252,UgwmBHOzdMC9kyulMnJ4AaABAg,4,1762905600,yt_user_PriyankaHerath-b5w,yt_video_3,comment,youtube,politics,manual,Hate
253,Ugwiv6sWBr2wvvO4fnJ4AaABAg,1,1762905600,yt_user_MahindaPeiris,yt_video_3,comment,youtube,politics,manual,Normal
254,Ugx7Ogw0TzWowSlE3Gl4AaABAg,0,1762905600,yt_user_saparamadhujayatilleke2166,yt_video_3,comment,youtube,politics,manual,Hate
255,Ugy7DL9YozBhsoVa6aV4AaABAg,1,1762905600,yt_user_PrabathDananjaya-tv,yt_video_3,comment,youtube,politics,manual,Normal
256,Ugw56pnRpSOy4mGg2up4AaABAg,0,1762905600,yt_user_GunawardanaLiyanage-t3t,yt_video_3,comment,youtube,politics,manual,Normal
257,Ugz8wl1SQEJ6gwHxhIl4AaABAg,3,1762905600,yt_user_nisalabeysinghe9847,yt_video_3,comment,youtube,politics,manual,Normal
258,UgyOhXPuuGHCxLbLAmF4AaABAg,8,1762905600,yt_user_Dontdowrong-g9w,yt_video_3,comment,youtube,politics,manual,Hate
259,UgwRGgGE7L3IFBAzLgl4AaABAg,0,1762905600,yt_user_bonifesperere5059,yt_video_3,comment,youtube,politics,manual,Hate
260,UgzW5VIjUP2dWXHWBI54AaABAg,0,1762905600,yt_user_mohamedimran3946,yt_video_3,comment,youtube,politics,manual,Normal
261,UgyQWoTteGN-EkCiVeN4AaABAg,0,1762905600,yt_user_samithdilshan1993,yt_video_3,comment,youtube,politics,manual,Normal
262,Ugxus_XmOc10L5lXbp94AaABAg,1,1762905600,yt_user_RubiBalla-x8n,yt_video_3,comment,youtube,politics,manual,Normal
263,UgwzGVbO4rRCsOqIAph4AaABAg,0,1762905600,yt_user_Chenox-y3n,yt_video_3,comment,youtube,politics,manual,Normal
264,Ugx6gWXnRRkePeHnu1h4AaABAg,4,1762905600,yt_user_LaLalani-u2d,yt_video_3,comment,youtube,politics,manual,Normal
265,UgxxFEUq01fhD3kgTNF4AaABAg,0,1762905600,yt_user_harshaamarasekara666,yt_video_3,comment,youtube,politics,manual,Hate
266,UgyumO5OwDp76Oz-_nR4AaABAg,0,1762905600,yt_user_wickremasinghenimal631,yt_video_3,comment,youtube,politics,manual,Hate
267,UgwHwbuB3LeTRNoutK54AaABAg,3,1762905600,yt_user_SenosHarsha,yt_video_3,comment,youtube,politics,manual,Hate
268,UgyqJaFsOWvtY123vEF4AaABAg,3,1762905600,yt_user_mangalasuraweera,yt_video_3,comment,youtube,politics,manual,Normal
269,UgxSV6eeHFhDYXNFbl94AaABAg,0,1762905600,yt_user_chamindanawarathna9576,yt_video_3,comment,youtube,politics,manual,Hate
270,UgzJ7Pt4CXjoA8I5ONh4AaABAg,0,1762905600,yt_user_disanayakadisanayaka4989,yt_video_3,comment,youtube,politics,manual,Normal
271,Ugy2gqATVN5zWAG8NS94AaABAg,0,1762905600,yt_user_susajeegamini3803,yt_video_3,comment,youtube,politics,manual,Normal
272,Ugy_nq3L_J1L9k80Oyt4AaABAg,0,1762905600,yt_user_priyadharshini1581,yt_video_3,comment,youtube,politics,manual,Normal
273,UgwA7MjsjhHRjSTN9up4AaABAg,0,1762905600,yt_user_ranjithdissanayaka1149,yt_video_3,comment,youtube,politics,manual,Normal
274,Ugx4ZpNYP35faaBT7KJ4AaABAg,0,1762905600,yt_user_ranjithdissanayaka1149,yt_video_3,comment,youtube,politics,manual,Normal
275,UgwJzvHGtEpg6uMIx3F4AaABAg,5,1762905600,yt_user_rasindurishmitha1387,yt_video_3,comment,youtube,politics,manual,Normal
276,UgzAZzxEQ0WXTRao21Z4AaABAg,0,1762905600,yt_user_NishelNiruwan,yt_video_3,comment,youtube,politics,manual,Normal
277,UgzatDgvCZ-ODI-imyt4AaABAg,4,1762905600,yt_user_NilukaDamayanthi-mr3mh,yt_video_3,comment,youtube,politics,manual,Hate
278,Ugw1BdLwOd3is1s7Uh94AaABAg,0,1762905600,yt_user_SisiraKumara-g9o,yt_video_3,comment,youtube,politics,manual,Hate
279,Ugwl1T4_F8S85Bu4urZ4AaABAg,0,1762905600,yt_user_DulanjanaSadaruwan-h5q3n,yt_video_3,comment,youtube,politics,manual,Normal
280,UgxHHJTvH1BHkP4BjY94AaABAg,0,1762905600,yt_user_manjumanju-ru1sb,yt_video_3,comment,youtube,politics,manual,Hate
281,UgwueVXABP8UaLqcGEZ4AaABAg,3,1762905600,yt_user_jagathkarunarathne3170,yt_video_3,comment,youtube,politics,manual,Normal
282,UgyW1BCuh6S6dKzPQhp4AaABAg,1,1762905600,yt_user_songmusicprabash1856,yt_video_3,comment,youtube,politics,manual,Normal
283,UgzMX8ZwOF-Js6tJGo94AaABAg,1,1762905600,yt_user_samithatennekoon4007,yt_video_3,comment,youtube,politics,manual,Normal
284,Ugx1mJEJVcTk8dy2kRd4AaABAg,4,1762905600,yt_user_RathnasekaraRathnayakamudiyans,yt_video_3,comment,youtube,politics,manual,Hate
285,UgzLfU60SkwuYnU8ukh4AaABAg,3,1762905600,yt_user_SurangaEkanayaka-o2m,yt_video_3,comment,youtube,politics,manual,Normal
286,UgwvBPk-UYhBLbRu2jV4AaABAg,6,1762905600,yt_user_MalkanthiAbeynayake,yt_video_3,comment,youtube,politics,manual,Normal
287,UgwX4fQjn5kyKMWrWq14AaABAg,5,1762905600,yt_user_LalitKumar-o4f5j,yt_video_3,comment,youtube,politics,manual,Normal
288,UgzpwkRZkTlEvd5IHDZ4AaABAg,0,1762905600,yt_user_senarathbalasooriyabalasoo1910,yt_video_3,comment,youtube,politics,manual,Normal
289,UgyJKOCukx9VHWY8rWB4AaABAg,1,1762905600,yt_user_RamyaLasanthi-p6u,yt_video_3,comment,youtube,politics,manual,Normal
290,UgzvAe8LA4reUJhi5Mh4AaABAg,0,1762905600,yt_user_isharasandeepa8205,yt_video_3,comment,youtube,politics,manual,Normal
291,UgxRYLoiBSTWulFt8j54AaABAg,0,1762905600,yt_user_kumarasilva1395,yt_video_3,comment,youtube,politics,manual,Normal
292,UgwH5HekjcuXBazTlSB4AaABAg,0,1762905600,yt_user_anandaathukorala5266,yt_video_3,comment,youtube,politics,manual,Normal
293,UgxK0lzcrKDXQeVxAqR4AaABAg,1,1762905600,yt_user_BihangaAnuhas,yt_video_3,comment,youtube,politics,manual,Normal
294,UgyDlkft458tcFaWZ-x4AaABAg,0,1762905600,yt_user_DammikaWalpola-k4n,yt_video_3,comment,youtube,politics,manual,Normal
295,Ugy_LaYLVZXCDbhKycd4AaABAg,5,1762905600,yt_user_nayanasaputanthri5466,yt_video_3,comment,youtube,politics,manual,Normal
296,UgwlTloHRrvx08sksy14AaABAg,0,1762905600,yt_user_ajithkumara2401,yt_video_3,comment,youtube,politics,manual,Hate
297,UgxuCfWMqbnhaVYgsTZ4AaABAg,0,1762905600,yt_user_ajithkumara2401,yt_video_3,comment,youtube,politics,manual,Hate
298,UgxyGSWuPRYMJHc87BN4AaABAg,0,1762905600,yt_user_shamshardmarikkar653,yt_video_3,comment,youtube,politics,manual,Hate
299,UgwytJOnQJeycT1gjEt4AaABAg,4,1762905600,yt_user_menson1352,yt_video_3,comment,youtube,politics,manual,Normal
300,UgzmEbD6us5158P4Tqp4AaABAg,1,1762905600,yt_user_pradeepnadeera-d6g,yt_video_3,comment,youtube,politics,manual,Normal
301,UgwQCwDnNC3t6SympZ14AaABAg,0,1762905600,yt_user_skg9581,yt_video_3,comment,youtube,politics,manual,Hate
302,UgwAmg3nhJDxzd9mwrp4AaABAg,0,1762905600,yt_user_priyanthasamarasingha2275,yt_video_3,comment,youtube,politics,manual,Normal
303,Ugy9NO70tXdR42KzxwZ4AaABAg,1,1762905600,yt_user_diliphewawellalalage4196,yt_video_3,comment,youtube,politics,manual,Normal
304,UgzYakDgZFoROIH57bR4AaABAg,0,1762905600,yt_user_skg9581,yt_video_3,comment,youtube,politics,manual,Hate
305,Ugx2iPGZsQBvFUVHXtV4AaABAg,0,1762905600,yt_user_nishanthagunasekara-k1e,yt_video_3,comment,youtube,politics,manual,Normal
306,Ugw0ed2VGSyJALDzWIZ4AaABAg,1,1762905600,yt_user_msiipeditz,yt_video_3,comment,youtube,politics,manual,Hate
307,UgxuITeuMmNTRywrkMx4AaABAg,0,1762905600,yt_user_skg9581,yt_video_3,comment,youtube,politics,manual,Hate
308,UgyvGhzFXhd2On58RJJ4AaABAg,0,1762905600,yt_user_skg9581,yt_video_3,comment,youtube,politics,manual,Hate
309,UgwObQihM340Cs_T-Yp4AaABAg,2,1762905600,yt_user_NelsansumanaBandara,yt_video_3,comment,youtube,politics,manual,Normal
310,Ugx4uEZpVIA_IQV9hHh4AaABAg,0,1762905600,yt_user_ManjulaAbeysundara,yt_video_3,comment,youtube,politics,manual,Hate
311,UgzgRgsVtp9Hcsm5z7B4AaABAg,1,1762905600,yt_user_wasanthaherath2012,yt_video_3,comment,youtube,politics,manual,Normal
312,UgyKLgBae9DkUVlBojB4AaABAg,0,1762905600,yt_user_UdayaUpul,yt_video_3,comment,youtube,politics,manual,Hate
313,UgwAFuHErL4VNZ2qzAN4AaABAg,0,1762905600,yt_user_amangiseneviratne6017,yt_video_3,comment,youtube,politics,manual,Normal
314,UgwxKA1xoqT2uA9Dyid4AaABAg,0,1762905600,yt_user_SmamarasuriyaAmarasuriya,yt_video_3,comment,youtube,politics,manual,Normal
315,Ugx5DvSLs_Z2cAc9dJJ4AaABAg,0,1762905600,yt_user_Lankanlife,yt_video_3,comment,youtube,politics,manual,Hate
316,UgzRKnMDjGyrMEecCAh4AaABAg,0,1762905600,yt_user_shanthichandrika-v5p,yt_video_3,comment,youtube,politics,manual,Hate
317,UgyYwEi60wCfbUp70PR4AaABAg,0,1762905600,yt_user_DinushaGunawardhana-s2k,yt_video_3,comment,youtube,politics,manual,Normal
318,UgzoyhPsti8NbzkyeM14AaABAg,0,1762905600,yt_user_DinushaGunawardhana-s2k,yt_video_3,comment,youtube,politics,manual,Normal
319,UgxwoiJlze_fVf6ZaWN4AaABAg,0,1762905600,yt_user_SameeraSandaruwan-el3jv,yt_video_3,comment,youtube,politics,manual,Hate
320,UgxQeZSJtyMivueSz-x4AaABAg,3,1762905600,yt_user_beetgroot8959,yt_video_3,comment,youtube,politics,manual,Normal
321,Ugx2cHV9BFIWVE61gQF4AaABAg,3,1762905600,yt_user_AmilaEresh-t1r,yt_video_3,comment,youtube,politics,manual,Hate
322,UgxAaWA0MiHYqo6GXHR4AaABAg,0,1762905600,yt_user_nimaljayasiri6065,yt_video_3,comment,youtube,politics,manual,Hate
323,UgzNBIyxRb2EROmX0j14AaABAg,27,1762905600,yt_user_w.m.nissankaweerakoon4887,yt_video_3,comment,youtube,politics,manual,Normal
324,Ugy9o_pJn4fsxtiLxXN4AaABAg,0,1762905600,yt_user_PriyaArchchi,yt_video_3,comment,youtube,politics,manual,Normal
325,Ugy4RUwQzQekMAWO9KZ4AaABAg,0,1762905600,yt_user_KanishkaLakshan-ur2dt,yt_video_3,comment,youtube,politics,manual,Normal
326,UgxeCterYjxvMcMa9cN4AaABAg,0,1762905600,yt_user_freedomis8551,yt_video_3,comment,youtube,politics,manual,Normal
327,Ugx87vzAbbv0mgiia-N4AaABAg,7,1762905600,yt_user_RenukaSooriyaarachchi,yt_video_3,comment,youtube,politics,manual,Normal
328,UgxH2FcyiXzRUxBs_zx4AaABAg,0,1762905600,yt_user_sunimalfernando4402,yt_video_3,comment,youtube,politics,manual,Normal
329,Ugym_BJ4z6d2RXzLpmF4AaABAg,1,1762905600,yt_user_Gaminikumara51,yt_video_3,comment,youtube,politics,manual,Normal
330,Ugwfz6tLohiJl3mgCLR4AaABAg,37,1762905600,yt_user_DisnaPrasangika,yt_video_3,comment,youtube,politics,manual,Normal
331,UgyZU6cS053QNk9MUvt4AaABAg,1,1762905600,yt_user_idusararusith,yt_video_3,comment,youtube,politics,manual,Hate
332,UgwF-MfBv9qmeLXrIzJ4AaABAg,20,1762905600,yt_user_HindikaSuresh,yt_video_3,comment,youtube,politics,manual,Normal
333,UgzedIkRAv-T0eDo7j54AaABAg,0,1762905600,yt_user_shariqmirzaa,yt_video_3,comment,youtube,politics,manual,Normal
334,Ugxzscb9iqL_rT5pms94AaABAg,4,1762905600,yt_user_MisbahMisbah-y2d,yt_video_3,comment,youtube,politics,manual,Normal
335,UgxxGhP2kqLZypXlnrt4AaABAg,7,1762905600,yt_user_WasanthaSamarawikrama-v9w4j,yt_video_3,comment,youtube,politics,manual,Normal
336,UgxfJ55uE1ZI3p2CRmZ4AaABAg,0,1762905600,yt_user_navodasandamini4789,yt_video_3,comment,youtube,politics,manual,Normal
337,UgxLfElwZ1g1S94jGWN4AaABAg,3,1762905600,yt_user_ChristopherSepion,yt_video_3,comment,youtube,politics,manual,Normal
338,UgwYxIAKOJ7WUdU-mnN4AaABAg,0,1762905600,yt_user_ChinthanaJayathilaka-wx9jb,yt_video_3,comment,youtube,politics,manual,Normal
339,UgwMpRaZzez6N8X3v-l4AaABAg,7,1762905600,yt_user_chandanimct3580,yt_video_3,comment,youtube,politics,manual,Normal
340,Ugx2zL9qAFyIwaXsd0N4AaABAg,9,1762905600,yt_user_GayanKuamra,yt_video_3,comment,youtube,politics,manual,Hate
341,UgxCedWRzky2JjpYi754AaABAg,25,1762905600,yt_user_ChinthanaJayathilaka-wx9jb,yt_video_3,comment,youtube,politics,manual,Hate
342,UgxBXn1X9tYWtg-YlA54AaABAg,0,1762905600,yt_user_vijayanthiiddawela5240,yt_video_3,comment,youtube,politics,manual,Normal
343,UgytSZS5Whi6oVAJtfF4AaABAg,0,1762905600,yt_user_PradeepPushpakumara-d5o6i,yt_video_3,comment,youtube,politics,manual,Normal
344,Ugy-qBGnUJBdnRK60fl4AaABAg,6,1762905600,yt_user_damayanthinonis6942,yt_video_3,comment,youtube,politics,manual,Normal
345,UgyrJbxv248haDxFCSl4AaABAg,1,1764288000,yt_user_sadunsuranga9077,yt_video_4,comment,youtube,politics,manual,Normal
346,UgzAN5YWHzboMvRgF194AaABAg,0,1764288000,yt_user_nalanihettiarachchi-d1y,yt_video_4,comment,youtube,politics,manual,Normal
347,UgwupKgHGG6UQHvGw4V4AaABAg,0,1764288000,yt_user_cloud7034,yt_video_4,comment,youtube,politics,manual,Normal
348,UgxJnWLieoSfnqWKund4AaABAg,20,1764288000,yt_user_emskekanayaka8594,yt_video_4,comment,youtube,politics,manual,Normal
349,UgwNPbrgndlTz8HmGox4AaABAg.APynWutvUUnAPz2oBXD-A4,0,1764288000,yt_user_Unstoppable353,yt_video_4,comment,youtube,politics,manual,Normal
350,UgxgYIsCwv3JOnVBfOV4AaABAg,0,1764288000,yt_user_JanaminaSuwendra,yt_video_4,comment,youtube,politics,manual,Normal
351,UgyNm7eUug7YgJhjHa54AaABAg,0,1764288000,yt_user_HiranFernando-d5u,yt_video_4,comment,youtube,politics,manual,Hate
352,UgyutYcuh9LrOLiEkO54AaABAg,0,1764288000,yt_user_Mohamed_Akeel,yt_video_4,comment,youtube,politics,manual,Normal
353,Ugw9sx0qi84pyL7UGYt4AaABAg,1,1764288000,yt_user_mahidilush3144,yt_video_4,comment,youtube,politics,manual,Normal
354,UgyFTba-ax9VrScY3el4AaABAg,0,1764288000,yt_user_maheshwijew,yt_video_4,comment,youtube,politics,manual,Normal
355,UgyTDU41WpFW0yIqNfd4AaABAg,0,1764288000,yt_user_chalith177,yt_video_4,comment,youtube,politics,manual,Normal
356,Ugx2P2gDDjbqjWMHzqR4AaABAg,0,1764288000,yt_user_SuduPutha-y7e,yt_video_4,comment,youtube,politics,manual,Normal
357,UgyNLFK-NwPRQL0vxgF4AaABAg,0,1764288000,yt_user_sampremiergrassaus7362,yt_video_4,comment,youtube,politics,manual,Normal
358,UgyoMT8S3gC635nkKIt4AaABAg,1,1764288000,yt_user_nilanthidompage9837,yt_video_4,comment,youtube,politics,manual,Normal
359,Ugzb_SfHUz8T8ue2Vt54AaABAg,0,1764288000,yt_user_Pira.89,yt_video_4,comment,youtube,politics,manual,Normal
360,UgztMVS_8zMxVhNDEk94AaABAg,0,1764288000,yt_user_MohamedRamlan-f2n,yt_video_4,comment,youtube,politics,manual,Normal
361,Ugyeg1abBJiO2rPR__B4AaABAg,0,1764288000,yt_user_rangachanaka8856,yt_video_4,comment,youtube,politics,manual,Normal
